model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand
 Focus,2019,17498,Manual,7359,Diesel,145.0,74.3,1.5,Ford
 Corsa,2016,5998,Manual,32957,Petrol,30.0,55.4,1.4,Vauxhall
 Corsa,2016,6999,Manual,45055,Petrol,30.0,55.4,1.4,Vauxhall
 IX20,2017,10999,Automatic,10843,Petrol,150.0,43.5,1.6,Hyundi
 E Class,2018,30000,Semi-Auto,11574,Diesel,145.0,57.7,2.0,Merc
 Polo,2019,15250,Manual,50,Petrol,145.0,52.3,1.0,VW
 Yeti,2017,11790,Semi-Auto,29843,Petrol,125.0,51.4,1.2,Skoda
 Polo,2014,6998,Manual,61324,Petrol,20.0,58.9,1.2,VW
 Focus,2018,18891,Manual,12000,Petrol,145.0,54.3,2.0,Focus
 Focus,2015,10899,Manual,14929,Diesel,145.0,54.3,1.5,Focus
 Edge,2017,23499,Automatic,23318,Diesel,145.0,48.7,2.0,Ford
 Yaris,2017,7975,Manual,23257,Petrol,30.0,58.0,1.3,toyota
 Rapid,2016,8495,Manual,25183,Petrol,20.0,57.7,1.2,Skoda
 Polo,2014,6765,Manual,52304,Petrol,20.0,60.1,1.0,VW
 Golf,2016,15495,Semi-Auto,25668,Petrol,20.0,60.1,1.4,VW
 Tiguan,2012,8995,Automatic,66150,Diesel,200.0,47.7,2.0,VW
 Corsa,2017,7980,Manual,20499,Petrol,145.0,54.3,1.4,Vauxhall
 I10,2015,6149,Manual,41650,Petrol,20.0,60.1,1.0,Hyundi
 A3,2016,18492,Semi-Auto,30270,Petrol,30.0,56.5,1.4,Audi
 Aygo,2017,8495,Manual,34661,Petrol,0.0,68.9,1.0,toyota
 Focus,2019,17890,Manual,6927,Petrol,145.0,60.1,1.0,Ford
 3 Series,2019,31380,Automatic,7307,Diesel,145.0,49.6,2.0,BMW
 M4,2019,41980,Semi-Auto,101,Petrol,145.0,34.0,3.0,BMW
 Tourneo Custom,2017,19194,Manual,64432,Diesel,145.0,44.8,2.0,Ford
 A Class,2018,20599,Semi-Auto,6285,Petrol,145.0,53.3,1.3,Merc
 3 Series,2016,20550,Automatic,26047,Petrol,200.0,41.5,3.0,BMW
 3 Series,2013,9400,Automatic,46577,Petrol,150.0,47.9,1.6,BMW
 Fiesta,2017,9500,Manual,11279,Petrol,150.0,65.7,1.0,Ford
 Aygo,2019,10000,Manual,150,Petrol,145.0,57.7,1.0,toyota
 A6,2019,44950,Semi-Auto,8000,Diesel,150.0,35.8,3.0,Audi
 Scirocco,2016,14698,Manual,32001,Diesel,20.0,55.4,2.0,VW
 Corsa,2018,7991,Manual,8144,Petrol,145.0,43.5,1.4,Vauxhall
 E Class,2019,39680,Automatic,8720,Diesel,145.0,70.6,2.0,Merc
 C-MAX,2016,10500,Semi-Auto,34753,Diesel,20.0,64.2,1.5,Ford
 E Class,2017,29950,Automatic,43000,Petrol,145.0,33.6,3.0,Merc
 Aygo,2016,5700,Manual,30908,Petrol,0.0,69.0,1.0,toyota
 4 Series,2017,17940,Automatic,38013,Diesel,145.0,60.1,2.0,BMW
 GLC Class,2019,38999,Semi-Auto,9487,Diesel,145.0,40.9,2.0,Merc
 Fiesta,2016,8375,Manual,17679,Petrol,125.0,54.3,1.2,Ford
 Passat,2019,14990,Manual,17104,Diesel,145.0,53.3,2.0,VW
 Focus,2018,14600,Manual,7119,Diesel,145.0,54.3,1.5,Focus
 Zafira,2016,13995,Automatic,13051,Petrol,200.0,40.9,1.4,Vauxhall
 Focus,2017,12300,Manual,14724,Petrol,145.0,54.3,1.0,Focus
 Q3,2017,15480,Manual,24780,Petrol,125.0,51.4,1.4,Audi
 E Class,2016,18299,Semi-Auto,31599,Diesel,125.0,56.5,2.1,Merc
 IX20,2015,6750,Automatic,45908,Petrol,200.0,43.6,1.6,Hyundi
 Insignia,2015,7497,Automatic,46495,Diesel,145.0,53.3,2.0,Vauxhall
 Fiesta,2018,10000,Manual,21763,Petrol,145.0,65.7,1.0,Ford
 Fiesta,2018,11150,Manual,6916,Petrol,150.0,58.9,1.0,Ford
 Fiesta,2018,9600,Manual,22167,Petrol,150.0,65.7,1.0,Ford
 Focus,2019,16500,Manual,3088,Diesel,145.0,54.3,1.5,Focus
 X3,2019,33980,Semi-Auto,1962,Diesel,150.0,54.3,2.0,BMW
 Focus,2018,13999,Automatic,11233,Petrol,145.0,48.7,1.0,Ford
 Polo,2017,12101,Semi-Auto,5600,Petrol,20.0,60.1,1.2,VW
 C-MAX,2017,11500,Manual,9786,Petrol,30.0,55.4,1.0,Ford
 Kuga,2017,13950,Manual,28586,Diesel,145.0,60.1,2.0,Ford
 C-HR,2017,19245,Automatic,44973,Hybrid,0.0,74.3,1.8,toyota
 CL Class,2019,29066,Automatic,3220,Petrol,145.0,39.8,2.0,Merc
 A6,2017,19800,Automatic,42071,Diesel,30.0,61.4,2.0,Audi
 C-HR,2020,27900,Automatic,2050,Other,135.0,57.7,1.8,toyota
 Mondeo,2017,10700,Manual,47408,Diesel,0.0,78.5,1.5,Ford
 Aygo,2019,8595,Manual,4267,Petrol,145.0,56.5,1.0,toyota
 Yeti Outdoor,2014,10950,Semi-Auto,48883,Diesel,200.0,44.8,2.0,Skoda
 Touran,2016,15490,Manual,32234,Diesel,30.0,64.2,2.0,VW
 Focus,2013,6995,Manual,67178,Petrol,145.0,54.3,1.0,Focus
 Fiesta,2016,10000,Manual,16749,Petrol,0.0,65.7,1.0,Ford
 C Class,2019,20980,Semi-Auto,15933,Petrol,145.0,44.1,1.5,Merc
 Q5,2019,39900,Automatic,26,Petrol,145.0,32.1,2.0,Audi
 C Class,2019,19899,Semi-Auto,13516,Petrol,145.0,54.3,1.5,cclass
 Focus,2015,7998,Manual,46010,Diesel,20.0,67.3,1.6,Ford
 Fiesta,2017,8500,Manual,23693,Petrol,145.0,65.7,1.0,Ford
 E Class,2016,16480,Semi-Auto,21441,Diesel,125.0,61.4,2.1,Merc
 2 Series,2019,21980,Semi-Auto,8000,Diesel,150.0,65.7,2.0,BMW
 RAV4,2016,19500,Automatic,48980,Hybrid,20.0,55.4,2.5,toyota
 Superb,2017,17360,Semi-Auto,17697,Petrol,145.0,43.5,2.0,Skoda
 T-Roc,2018,20995,Manual,7621,Petrol,145.0,53.3,1.5,VW
 Polo,2019,14290,Manual,4654,Petrol,150.0,52.3,1.0,VW
 Santa Fe,2019,32450,Automatic,10903,Diesel,145.0,39.2,2.2,Hyundi
 Mokka X,2017,10930,Manual,13215,Petrol,200.0,42.2,1.6,Vauxhall
 A Class,2019,23490,Automatic,5999,Diesel,145.0,67.3,1.5,Merc
 Fiesta,2019,16950,Manual,100,Petrol,145.0,55.4,1.0,Ford
 Fiesta,2016,7495,Manual,28290,Petrol,125.0,54.3,1.2,Ford
 RAV4,2016,21500,Automatic,15297,Hybrid,20.0,57.6,2.5,toyota
 Mokka,2014,6998,Manual,42941,Petrol,205.0,43.5,1.6,Vauxhall
 C Class,2015,13999,Automatic,42492,Diesel,145.0,54.3,2.1,cclass
 Insignia,2016,9295,Manual,68067,Diesel,30.0,62.8,2.0,Vauxhall
 B Class,2019,19790,Semi-Auto,13621,Petrol,145.0,45.6,1.3,Merc
 Fiesta,2015,8291,Manual,20927,Petrol,0.0,65.7,1.0,Ford
 2 Series,2020,34950,Semi-Auto,1107,Diesel,145.0,62.8,2.0,BMW
 A6,2019,31500,Automatic,6001,Diesel,145.0,47.9,2.0,Audi
 Corsa,2015,4591,Manual,54593,Petrol,125.0,51.4,1.2,Vauxhall
 A3,2016,17400,Semi-Auto,19856,Petrol,30.0,56.5,1.4,Audi
 Fiesta,2014,6890,Manual,35419,Petrol,0.0,65.7,1.0,Ford
 Corsa,2017,9498,Manual,12887,Petrol,150.0,55.4,1.4,Vauxhall
 Polo,2016,8498,Manual,23111,Petrol,20.0,60.1,1.0,VW
 Fiesta,2020,13750,Manual,1200,Petrol,145.0,56.5,1.0,Ford
 Kuga,2017,17498,Manual,15729,Diesel,145.0,54.3,2.0,Ford
 Octavia,2019,13995,Manual,3929,Diesel,145.0,57.7,1.6,Skoda
 Fiesta,2018,11250,Manual,14900,Petrol,145.0,65.7,1.0,Ford
 Tiguan,2019,27275,Automatic,8019,Diesel,145.0,39.8,2.0,VW
 Fiesta,2018,11200,Manual,18060,Petrol,145.0,56.5,1.0,Ford
 EcoSport,2016,8798,Manual,25232,Diesel,30.0,64.2,1.5,Ford
 2 Series,2017,17000,Automatic,33000,Diesel,145.0,65.7,2.0,BMW
 Yeti Outdoor,2017,10498,Manual,28396,Petrol,125.0,51.4,1.2,Skoda
 Golf,2016,15998,Semi-Auto,42880,Diesel,30.0,62.8,2.0,VW
 Arteon,2018,22495,Semi-Auto,27715,Petrol,145.0,38.7,2.0,VW
 Q5,2015,20176,Automatic,23530,Diesel,200.0,47.1,2.0,Audi
 Auris,2012,6999,Automatic,86256,Hybrid,0.0,70.6,1.8,toyota
 Q3,2017,17500,Manual,35964,Petrol,145.0,49.6,1.4,Audi
 CL Class,2018,19995,Manual,11225,Petrol,145.0,51.4,1.6,Merc
 Up,2015,5499,Manual,27000,Petrol,20.0,62.8,1.0,VW
 C Class,2019,27999,Automatic,7901,Petrol,145.0,54.3,2.0,cclass
 CL Class,2015,13890,Manual,32636,Petrol,125.0,50.4,1.6,Merc
 Golf,2018,22990,Semi-Auto,13301,Petrol,145.0,44.8,2.0,VW
 GLC Class,2016,21000,Automatic,57454,Diesel,125.0,56.5,2.1,Merc
 4 Series,2017,25488,Automatic,23910,Petrol,145.0,41.5,3.0,BMW
 GLA Class,2018,23980,Semi-Auto,18281,Diesel,145.0,56.5,2.1,Merc
 Insignia,2014,6495,Manual,93000,Diesel,30.0,65.7,2.0,Vauxhall
 CC,2013,9998,Manual,23255,Diesel,30.0,60.1,2.0,VW
 X1,2017,19490,Automatic,27988,Diesel,145.0,57.6,2.0,BMW
 Q2,2016,16599,Manual,19019,Petrol,125.0,52.3,1.4,Audi
 Galaxy,2007,3395,Manual,134000,Diesel,235.0,44.8,1.8,Ford
 Auris,2016,12998,Automatic,46162,Hybrid,0.0,78.5,1.8,toyota
 Focus,2016,7490,Manual,58000,Diesel,145.0,54.3,1.5,Focus
 A5,2020,31760,Semi-Auto,3092,Diesel,145.0,50.4,2.0,Audi
 Tiguan,2018,21012,Semi-Auto,14065,Diesel,145.0,46.3,2.0,VW
 Golf,2018,22495,Automatic,26982,Other,135.0,156.9,1.4,VW
 C Class,2019,20449,Semi-Auto,13755,Diesel,145.0,54.3,2.0,cclass
 TT,2017,16430,Manual,28411,Diesel,30.0,62.8,2.0,Audi
 Q5,2015,17499,Manual,48904,Diesel,200.0,47.9,2.0,Audi
 Focus,2017,15187,Manual,17981,Diesel,20.0,67.3,2.0,Ford
 I20,2015,7890,Manual,41590,Petrol,125.0,51.4,1.4,Hyundi
 Passat,2014,5995,Manual,115900,Diesel,30.0,61.4,2.0,VW
 Tiguan,2016,13750,Manual,44234,Diesel,145.0,53.3,2.0,VW
 Fiesta,2017,10000,Manual,19638,Petrol,20.0,62.8,1.0,Ford
 1 Series,2019,30123,Semi-Auto,7500,Petrol,145.0,34.5,2.0,BMW
 Focus,2019,20300,Automatic,7555,Diesel,145.0,54.3,1.5,Focus
 A5,2011,10995,Manual,44000,Diesel,160.0,49.6,2.0,Audi
 Grandland X,2019,17499,Manual,14251,Diesel,145.0,56.5,1.5,Vauxhall
 Fiesta,2018,11399,Manual,7957,Petrol,145.0,65.7,1.0,Ford
 Yaris,2015,7498,Manual,40683,Petrol,30.0,55.0,1.3,toyota
 5 Series,2019,30995,Semi-Auto,5271,Petrol,145.0,46.3,2.0,BMW
 Astra,2018,12699,Manual,16398,Diesel,145.0,72.4,1.6,Vauxhall
 Viva,2015,6000,Manual,19843,Petrol,20.0,62.8,1.0,Vauxhall
 Mokka X,2019,14517,Manual,10881,Petrol,145.0,39.2,1.4,Vauxhall
 Mokka X,2019,14995,Manual,6887,Petrol,145.0,39.2,1.4,Vauxhall
 Kuga,2018,17997,Manual,3584,Diesel,145.0,47.9,2.0,Ford
 Focus,2017,11900,Manual,26329,Diesel,145.0,74.3,1.5,Ford
 Polo,2016,13390,Automatic,26595,Petrol,20.0,61.4,1.4,VW
 Q3,2019,27991,Semi-Auto,8683,Diesel,150.0,47.1,2.0,Audi
 GLC Class,2019,31295,Semi-Auto,4181,Diesel,145.0,44.8,2.0,Merc
 A Class,2016,11999,Manual,40276,Diesel,0.0,80.7,1.5,Merc
 C-MAX,2017,12500,Manual,12928,Petrol,30.0,55.4,1.0,Ford
 Focus,2018,12500,Manual,19730,Petrol,145.0,54.3,1.0,Focus
 C Class,2019,30000,Automatic,7311,Petrol,145.0,54.3,2.0,cclass
 Golf,2019,21389,Semi-Auto,7800,Diesel,145.0,53.3,2.0,VW
 Kuga,2019,20479,Manual,4953,Petrol,145.0,35.3,1.5,Ford
 Scala,2019,14795,Manual,2518,Petrol,150.0,49.6,1.0,Skoda
 4 Series,2017,14250,Manual,42668,Diesel,30.0,62.8,2.0,BMW
 Focus,2019,19375,Manual,7021,Diesel,145.0,54.3,1.5,Focus
 3 Series,2015,16298,Semi-Auto,22867,Diesel,145.0,56.5,3.0,BMW
 Mokka X,2016,10298,Manual,14751,Petrol,200.0,42.2,1.6,Vauxhall
 Polo,2017,13990,Semi-Auto,18115,Petrol,150.0,58.9,1.0,VW
 Focus,2017,12600,Manual,16043,Petrol,145.0,60.1,1.0,Ford
 I10,2017,9624,Semi-Auto,8154,Petrol,145.0,47.9,1.2,Hyundi
 3 Series,2016,18998,Automatic,24709,Diesel,145.0,53.3,3.0,BMW
 Tiguan,2017,23495,Semi-Auto,14839,Diesel,145.0,57.6,2.0,VW
 Fiesta,2017,10300,Manual,20914,Petrol,0.0,65.7,1.0,Ford
 Focus,2018,13998,Manual,9303,Petrol,145.0,54.3,1.0,Focus
 Focus,2019,16605,Manual,13774,Diesel,145.0,54.3,1.5,Focus
 Fiesta,2017,9300,Manual,9918,Petrol,0.0,65.7,1.0,Ford
 Kuga,2019,20847,Manual,10233,Diesel,145.0,47.9,2.0,Ford
 I10,2017,7500,Manual,12717,Petrol,145.0,60.1,1.0,Hyundi
 Insignia,2018,12785,Manual,31615,Diesel,145.0,65.7,1.6,Vauxhall
 Sharan,2020,29491,Semi-Auto,2053,Diesel,150.0,41.5,2.0,VW
 Golf,2014,13989,Manual,45995,Diesel,20.0,67.3,2.0,VW
 S-MAX,2017,16899,Manual,36545,Diesel,145.0,56.5,2.0,Ford
 I10,2017,6300,Manual,31513,Petrol,145.0,60.1,1.0,Hyundi
 Golf,2015,12990,Manual,72020,Diesel,20.0,67.3,2.0,VW
 Fiesta,2018,11611,Manual,10624,Petrol,145.0,65.7,1.0,Ford
 C Class,2019,24244,Automatic,11907,Petrol,145.0,44.1,1.5,Merc
 Mondeo,2017,14498,Automatic,22628,Petrol,235.0,38.2,2.0,Ford
 CLS Class,2016,19998,Semi-Auto,28925,Diesel,125.0,57.7,2.1,Merc
 Focus,2017,14960,Manual,23554,Petrol,145.0,54.3,2.0,Focus
 A Class,2020,28298,Automatic,20,Diesel,145.0,62.8,1.5,Merc
 Focus,2019,18500,Automatic,10000,Diesel,145.0,54.3,1.5,Focus
 1 Series,2019,20216,Automatic,7935,Diesel,145.0,65.7,2.0,BMW
 Golf,2015,9990,Manual,32665,Diesel,0.0,68.9,1.6,VW
 A3,2020,29990,Semi-Auto,6000,Petrol,145.0,41.5,1.5,Audi
 EcoSport,2017,10699,Manual,7573,Petrol,145.0,52.3,1.0,Ford
 I20,2018,12750,Semi-Auto,816,Petrol,150.0,49.6,1.0,Hyundi
 CLS Class,2016,22998,Semi-Auto,13720,Diesel,165.0,51.4,3.0,Merc
 S Class,2002,6995,Automatic,24000,Petrol,570.0,21.1,5.0,Merc
 Focus,2019,15499,Manual,8098,Petrol,145.0,60.1,1.0,Ford
 GLE Class,2017,29480,Semi-Auto,27252,Diesel,145.0,42.8,3.0,Merc
 A1,2016,12990,Manual,27000,Petrol,30.0,55.4,1.4,Audi
 T-Cross,2020,19250,Manual,2636,Petrol,145.0,47.9,1.0,VW
 Adam,2017,8298,Manual,8521,Petrol,150.0,53.3,1.2,Vauxhall
 Fiesta,2017,10995,Manual,14532,Petrol,145.0,65.7,1.0,Ford
 Kuga,2017,13999,Manual,46502,Diesel,145.0,54.3,2.0,Ford
 Focus,2017,10750,Manual,25519,Diesel,145.0,54.3,1.5,Focus
 Octavia,2019,14650,Automatic,13892,Petrol,145.0,57.7,1.0,Skoda
 Aygo,2017,6995,Manual,10529,Petrol,145.0,69.0,1.0,toyota
 Prius,2019,22490,Automatic,1995,Hybrid,135.0,61.4,1.8,toyota
 C Class,2019,23799,Automatic,5762,Petrol,145.0,45.6,1.5,Merc
 6 Series,2016,25243,Semi-Auto,21050,Diesel,160.0,51.4,3.0,BMW
 Golf,2014,9995,Semi-Auto,67000,Diesel,30.0,62.8,2.0,VW
 Focus,2017,11000,Manual,27980,Diesel,145.0,54.3,1.5,Focus
 Focus,2017,11499,Manual,17918,Petrol,145.0,60.1,1.0,Ford
 C Class,2017,20988,Automatic,30728,Petrol,145.0,54.3,2.0,cclass
 Golf,2019,17591,Semi-Auto,4987,Petrol,145.0,47.1,1.5,VW
 A4,2019,37995,Automatic,8235,Diesel,145.0,44.1,2.0,Audi
 3 Series,2017,15000,Automatic,36226,Other,140.0,148.7,2.0,BMW
 Corsa,2014,5149,Manual,36885,Petrol,125.0,51.4,1.2,Vauxhall
 V Class,2018,19346,Manual,34483,Diesel,150.0,46.3,2.1,Merc
 Focus,2018,13500,Manual,11382,Petrol,145.0,54.3,1.0,Focus
 Grandland X,2019,19000,Manual,2337,Diesel,145.0,56.5,1.5,Vauxhall
 Polo,2017,10452,Manual,25131,Petrol,145.0,60.1,1.2,VW
 A Class,2015,10999,Manual,45416,Petrol,125.0,51.4,1.6,Merc
 Fabia,2017,11490,Semi-Auto,17679,Petrol,150.0,60.1,1.2,Skoda
 Focus,2019,16450,Manual,6108,Petrol,145.0,54.3,1.0,Focus
 Polo,2017,9249,Manual,41000,Diesel,145.0,74.3,1.4,VW
 E Class,2019,45799,Semi-Auto,1000,Diesel,145.0,48.7,3.0,Merc
 Focus,2016,11499,Automatic,10703,Petrol,145.0,54.3,1.6,Focus
 GLA Class,2019,18500,Manual,19638,Petrol,150.0,40.9,1.6,Merc
 Astra,2017,9998,Manual,43400,Diesel,20.0,72.4,1.6,Vauxhall
 C Class,2019,24700,Semi-Auto,12944,Diesel,145.0,54.3,2.0,cclass
 C Class,2017,39336,Automatic,12157,Petrol,145.0,54.3,4.0,cclass
 Focus,2016,9082,Manual,41940,Diesel,0.0,74.3,1.5,Ford
 Focus,2019,19110,Manual,10018,Petrol,145.0,50.4,1.5,Ford
 A1,2019,21000,Semi-Auto,9000,Petrol,145.0,44.8,1.5,Audi
 Astra,2017,10750,Semi-Auto,15000,Petrol,145.0,51.4,1.4,Vauxhall
 Q3,2019,26990,Manual,107,Diesel,145.0,42.8,2.0,Audi
 1 Series,2016,11399,Manual,26231,Diesel,0.0,78.5,1.5,BMW
 C Class,2017,20000,Automatic,30128,Diesel,20.0,68.9,2.1,Merc
 Focus,2018,11300,Manual,28271,Petrol,145.0,54.3,1.0,Focus
 3 Series,2013,11001,Manual,61000,Diesel,125.0,58.9,2.0,BMW
 Focus,2018,13999,Manual,21997,Diesel,145.0,54.3,1.5,Focus
 C-MAX,2016,9500,Automatic,13900,Diesel,20.0,64.2,1.5,Ford
 Fiesta,2017,9195,Manual,14973,Petrol,145.0,65.7,1.0,Ford
 A1,2016,11995,Manual,24918,Petrol,0.0,67.3,1.0,Audi
 Kuga,2018,14199,Automatic,24694,Diesel,145.0,58.9,1.5,Ford
 A Class,2015,18495,Manual,12498,Petrol,200.0,41.5,2.0,Merc
 Fiesta,2017,10500,Semi-Auto,16767,Petrol,30.0,57.7,1.0,Ford
 CL Class,2018,17090,Manual,17094,Petrol,145.0,51.4,1.6,Merc
 Tiguan,2019,28814,Semi-Auto,4499,Diesel,145.0,45.6,2.0,VW
 T-Roc,2020,29991,Semi-Auto,1805,Diesel,150.0,49.6,2.0,VW
 6 Series,2020,33999,Semi-Auto,11,Petrol,145.0,42.8,2.0,BMW
 Astra,2015,7980,Manual,33112,Petrol,160.0,47.1,1.4,Vauxhall
 Astra,2019,14165,Manual,8138,Petrol,145.0,47.1,1.4,Vauxhall
 Astra,2018,11995,Manual,11642,Petrol,145.0,47.1,1.4,Vauxhall
 C Class,2019,19799,Semi-Auto,14301,Petrol,145.0,46.3,1.5,Merc
 C-HR,2017,14995,Manual,32500,Petrol,150.0,47.1,1.2,toyota
 C Class,2019,25995,Automatic,8999,Diesel,145.0,54.3,1.6,cclass
 Astra,2009,2495,Manual,101000,Petrol,200.0,43.5,1.6,Vauxhall
 Kuga,2018,15000,Manual,18801,Petrol,150.0,45.6,1.5,Ford
 Polo,2016,10491,Manual,7811,Petrol,20.0,60.1,1.2,VW
 Focus,2017,11900,Manual,21791,Petrol,145.0,54.3,1.0,Focus
 Fiesta,2018,11900,Manual,10549,Petrol,145.0,65.7,1.0,Ford
 C Class,2015,18191,Semi-Auto,11470,Diesel,145.0,54.3,1.6,cclass
 CL Class,2019,26299,Automatic,1476,Petrol,145.0,38.2,2.0,Merc
 A5,2017,23850,Semi-Auto,31286,Diesel,125.0,60.1,3.0,Audi
 Focus,2017,10898,Manual,14050,Petrol,145.0,60.1,1.0,Ford
 C Class,2019,29124,Semi-Auto,2625,Petrol,145.0,54.3,1.5,cclass
 Superb,2017,16795,Manual,31801,Diesel,145.0,64.2,2.0,Skoda
 Kuga,2019,15995,Manual,2350,Diesel,145.0,54.3,1.5,Ford
 I40,2015,10690,Manual,20660,Diesel,30.0,65.7,1.7,Hyundi
 4 Series,2019,25400,Semi-Auto,7398,Petrol,145.0,48.7,2.0,BMW
 Kamiq,2019,21750,Semi-Auto,50,Petrol,145.0,43.5,1.5,Skoda
 C-MAX,2016,10150,Manual,18213,Diesel,20.0,68.9,1.5,Ford
 Fiesta,2018,12995,Manual,5735,Petrol,145.0,58.9,1.0,Ford
 1 Series,2019,26991,Semi-Auto,2343,Petrol,145.0,40.4,1.5,BMW
 Fiesta,2018,10997,Manual,7689,Petrol,145.0,64.2,1.1,Ford
 Focus,2019,14995,Manual,19721,Petrol,145.0,60.1,1.0,Ford
 Q7,2020,53792,Automatic,3182,Diesel,145.0,33.2,3.0,Audi
 E Class,2015,14490,Automatic,63000,Diesel,125.0,56.5,2.1,Merc
 Corsa,2016,7498,Manual,18985,Petrol,30.0,55.4,1.4,Vauxhall
 2 Series,2019,24000,Automatic,477,Petrol,145.0,47.9,2.0,BMW
 A Class,2014,9799,Manual,52000,Diesel,20.0,72.4,1.5,Merc
 T-Roc,2019,19290,Manual,4722,Diesel,145.0,50.4,1.6,VW
 Fiesta,2016,9795,Manual,27340,Petrol,0.0,65.7,1.0,Ford
 1 Series,2013,7340,Manual,85871,Petrol,145.0,49.6,1.6,BMW
 Golf,2016,14900,Manual,46246,Diesel,20.0,67.3,2.0,VW
 Tiguan,2017,22790,Automatic,51900,Diesel,150.0,49.6,2.0,VW
 Focus,2017,10998,Manual,15265,Petrol,145.0,54.3,1.0,Focus
 T-Roc,2020,36995,Semi-Auto,1000,Petrol,145.0,32.5,2.0,VW
 Mokka X,2019,14395,Manual,10270,Petrol,145.0,39.2,1.4,Vauxhall
 Aygo,2018,8326,Automatic,41802,Other,145.0,67.0,1.0,toyota
 1 Series,2017,20998,Semi-Auto,24999,Petrol,200.0,39.8,3.0,BMW
 GLE Class,2017,30599,Semi-Auto,23732,Diesel,145.0,47.9,2.1,Merc
 Mokka,2016,8995,Manual,25798,Diesel,20.0,68.9,1.6,Vauxhall
 3 Series,2015,14800,Manual,25481,Diesel,30.0,64.2,2.0,BMW
 Superb,2016,13199,Automatic,41463,Diesel,30.0,62.8,2.0,Skoda
 Touareg,2019,41150,Automatic,450,Diesel,145.0,34.0,3.0,VW
 Arteon,2020,32990,Semi-Auto,5000,Diesel,145.0,50.4,2.0,VW
 3 Series,2015,13695,Manual,30000,Diesel,125.0,60.1,2.0,BMW
 Tucson,2017,14480,Semi-Auto,24144,Diesel,125.0,57.6,1.7,Hyundi
 Corsa,2017,8200,Manual,13045,Petrol,145.0,55.4,1.4,Vauxhall
 A5,2017,20000,Automatic,34011,Diesel,30.0,62.8,2.0,Audi
 Citigo,2018,7995,Manual,2064,Petrol,145.0,64.2,1.0,Skoda
 Superb,2017,9000,Manual,114820,Diesel,20.0,68.9,2.0,Skoda
 V Class,2018,19750,Automatic,15232,Diesel,145.0,48.7,2.1,Merc
 Fiesta,2017,9130,Manual,19315,Petrol,0.0,65.7,1.0,Ford
 C Class,2019,25950,Automatic,1090,Petrol,145.0,54.3,1.5,cclass
 Fabia,2019,11995,Manual,5500,Petrol,145.0,61.4,1.0,Skoda
 IX20,2017,10080,Automatic,22658,Petrol,145.0,43.5,1.6,Hyundi
 Touran,2016,17712,Semi-Auto,25600,Diesel,125.0,60.1,2.0,VW
 Yaris,2017,12995,Automatic,12640,Hybrid,0.0,78.0,1.5,toyota
 Superb,2016,8991,Manual,107000,Diesel,20.0,68.9,2.0,Skoda
 GLE Class,2019,48480,Semi-Auto,4050,Diesel,145.0,36.7,2.0,Merc
 Focus,2018,11995,Manual,15900,Petrol,145.0,54.3,1.0,Focus
 X2,2019,29770,Automatic,123,Diesel,145.0,48.7,2.0,BMW
 C Class,2016,18149,Semi-Auto,7366,Petrol,145.0,54.3,2.0,cclass
 Fiesta,2015,6970,Manual,21309,Petrol,125.0,54.3,1.2,Ford
 Kuga,2017,13495,Manual,37000,Petrol,160.0,45.6,1.5,Ford
 EcoSport,2015,7999,Manual,36384,Petrol,125.0,53.3,1.0,Ford
 Polo,2018,10490,Manual,28200,Petrol,150.0,60.1,1.0,VW
 Mondeo,2020,22999,Semi-Auto,6897,Diesel,145.0,58.9,2.0,Ford
 Aygo,2017,7595,Manual,40390,Petrol,145.0,68.9,1.0,toyota
 A5,2019,26295,Semi-Auto,6500,Petrol,145.0,40.4,2.0,Audi
 Focus,2019,16000,Automatic,5367,Petrol,145.0,54.3,1.0,Focus
 Tucson,2016,12789,Manual,28793,Diesel,30.0,61.7,1.7,Hyundi
 C-MAX,2017,11450,Semi-Auto,13056,Diesel,125.0,58.9,2.0,Ford
 Corsa,2019,9998,Manual,10250,Petrol,145.0,43.5,1.4,Vauxhall
 Focus,2018,18680,Manual,3300,Petrol,145.0,41.5,2.0,Ford
 Fiesta,2017,8899,Manual,18207,Petrol,125.0,54.3,1.2,Ford
 RAV4,2017,22995,Automatic,1454,Hybrid,140.0,57.6,2.5,toyota
 A Class,2019,39995,Semi-Auto,3618,Petrol,145.0,36.7,2.0,Merc
 Fiesta,2017,9998,Manual,28519,Petrol,20.0,62.8,1.0,Ford
 C Class,2013,8995,Automatic,70000,Diesel,125.0,55.4,2.1,Merc
 Tiguan,2016,14998,Manual,22164,Diesel,125.0,58.9,2.0,VW
 Focus,2017,10900,Manual,13338,Diesel,145.0,54.3,1.5,Focus
 GLA Class,2016,20480,Semi-Auto,19294,Diesel,125.0,56.5,2.1,Merc
 Aygo,2017,7352,Manual,16002,Petrol,145.0,69.0,1.0,toyota
 Q3,2017,19741,Semi-Auto,35035,Diesel,145.0,55.4,2.0,Audi
 Focus,2018,19900,Manual,16744,Diesel,145.0,67.3,2.0,Ford
 3 Series,2016,18500,Automatic,24585,Diesel,145.0,56.5,3.0,BMW
 EcoSport,2017,9000,Manual,34723,Petrol,125.0,53.3,1.0,Ford
 Fiesta,2016,9000,Manual,25122,Petrol,0.0,65.7,1.0,Ford
 C Class,2019,26480,Semi-Auto,15006,Diesel,145.0,54.3,2.0,cclass
